claims,claims_labels,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
"as the pathbreaking work by rosamond naylor and david battisti has shown, the tropics are already too hot to efficiently grow grain, and those places where grain is produced today are already at optimal growing temperature — which means even a small warming will push them down the slope of declining productivity.",SUPPORTS,,,,,,,,,,,,,
"none of these places, which today supply much of the world’s food, will be reliable sources of any.",REFUTES,,,,,,,,,,,,,
"“[carbon dioxide] just crossed 400 parts per million, and high-end estimates extrapolating from current trends suggest it will hit 1,000 ppm by 2100.",SUPPORTS,,,,,,,,,,,,,
"in alaska, already, researchers have discovered remnants of the 1918 flu that infected as many as 500 million and killed as many as 100 million”",SUPPORTS,,,,,,,,,,,,,
the mild warming of around 0.8 degrees celsius that the planet has experienced since the middle of the 19th century,REFUTES,,,,,,,,,,,,,
“several of the papers note that the primary influence on warming appears to be solar activity.,REFUTES,,,,,,,,,,,,,
"despite recent attempts to paint the united states as a major global polluter, according to the world health organization (who), the u.s. is among the cleanest nations on the planet.",REFUTES,,,,,,,,,,,,,
"according to the who, exposure to particulate matter increases the risk of acute lower respiratory infection, chronic obstructive pulmonary disease, heart disease, stroke and lung cancer.",SUPPORTS,,,,,,,,,,,,,
the report […] found that the united states was one of the most pollution-free nations in the world.”,REFUTES,,,,,,,,,,,,,
"growers regularly pump co2 into greenhouses, raising levels to three times that of the natural environment, to produce stronger, greener, healthier plants.”",SUPPORTS,,,,,,,,,,,,,
"without human intervention, the concentration of co2 has climbed as high as 7,000 parts per million (ppm) in prior eras, whereas at present the concentration is just over 400 ppm.",SUPPORTS,,,,,,,,,,,,,
"“some experts, such as un climate scientist dr. indur goklany, have defended rising co2 levels as a good thing for humanity.",REFUTES,,,,,,,,,,,,,
"the cement, iron and steel, and petroleum refining industries could see their production cut by 21% 19%, and 11% respectively.”",REFUTES,,,,,,,,,,,,,
the acceleration is making some scientists fear that antarctica’s ice sheet may have entered the early stages of an unstoppable disintegration.,SUPPORTS,,,,,,,,,,,,,
"because the collapse of vulnerable parts of the ice sheet could raise the sea level dramatically, the continued existence of the world’s great coastal cities — miami, new york, shanghai and many more — is tied to antarctica’s fate.",SUPPORTS,,,,,,,,,,,,,
"if those emissions continue unchecked and the world is allowed to heat up enough, scientists have no doubt that large parts of antarctica will melt into the sea.",SUPPORTS,,,,,,,,,,,,,
"about 120,000 years ago, before the last ice age, the planet went through a natural warm period, with temperatures similar to those expected in coming decades.",SUPPORTS,,,,,,,,,,,,,
"the sea level was 20 to 30 feet higher than it is today, implying that the ice sheets in both greenland and antarctica must have partly disintegrated, a warning of what could occur in the relatively near future if the heating of the planet continues unchecked.”",SUPPORTS,,,,,,,,,,,,,
"the most vulnerable parts of the west antarctic ice sheet could raise the sea level by 10 to 15 feet, inundating many of the world’s coastal cities, though most scientists think that would take well over a century, or perhaps longer.",SUPPORTS,,,,,,,,,,,,,
"the winds around the continent seem to be strengthening, stirring the ocean and bringing up a layer of warmer water that has most likely been there for centuries.",SUPPORTS,,,,,,,,,,,,,
"in their worst-case scenario, the sea level could rise by six feet by the end of this century, and the pace could pick up drastically in the 22nd century.",SUPPORTS,,,,,,,,,,,,,
"melting permafrost can release not just co2, but also methane, a much stronger heat-trapping gas.",SUPPORTS,,,,,,,,,,,,,
ever since december temperatures in the arctic have consistently been lower than minus 20 c,SUPPORTS,,,,,,,,,,,,,
this means the global temperature trend has now shown no further warming for 19 years,REFUTES,,,,,,,,,,,,,
"he said: ‘we have had five warming cycles since about 900ad, each followed by a dramatic cooling cycle.’",SUPPORTS,,,,,,,,,,,,,
sea ice has diminished much faster than scientists and climate models anticipated.,SUPPORTS,,,,,,,,,,,,,
“arctic land stores about twice as much carbon as the atmosphere.,SUPPORTS,,,,,,,,,,,,,
"the gas builds up in the soil, forming mounds called ‘pingoes.’",SUPPORTS,,,,,,,,,,,,,
the extreme cycles of dry and wet weather appear to have been intensifying over the last three decades.,SUPPORTS,,,,,,,,,,,,,
"“warm weather worsened the most recent five-year drought, which included the driest four-year period on record in terms of statewide precipitation.",SUPPORTS,,,,,,,,,,,,,
not everyone is convinced that the evidence is in that climate change is responsible for extreme swings between drought and deluge.,REFUTES,,,,,,,,,,,,,
"‘the dry periods are drier and the wet periods are wetter,’ said jeffrey mount, a water expert and senior fellow at the public policy institute of california.",SUPPORTS,,,,,,,,,,,,,
“sea level rise is global.,SUPPORTS,,,,,,,,,,,,,
"while there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the noaa virginia key tide gauge just south of miami beach has measured a 9mm rise annually.”",SUPPORTS,,,,,,,,,,,,,
"says sweet, who has authored several sea-level rise studies.",SUPPORTS,,,,,,,,,,,,,
“the northern hemisphere jet stream […] flow is stronger when that temperature difference is large.,SUPPORTS,,,,,,,,,,,,,
but when the arctic warms up faster than the equator does […] the jet stream’s flow can become weakened and elongated.,SUPPORTS,,,,,,,,,,,,,
"ever since 2012, scientists have been debating a complex and frankly explosive idea about how a warming planet will alter our weather — one that, if it’s correct, would have profound implications across the northern hemisphere and especially in its middle latitudes",SUPPORTS,,,,,,,,,,,,,
"‘this study goes beyond statistical correlations and explores a specific process that can plausibly explain how enhanced high-latitude warming trends may trigger remote weather impacts,’ he said.",SUPPORTS,,,,,,,,,,,,,
"‘with levels of carbon dioxide in the atmosphere consistently breaking new records, the influence of human activities on the climate system has become more and more evident,’ said taalas.",SUPPORTS,,,,,,,,,,,,,
"‘arctic ice conditions have been tracking at record low conditions since october, persisting for six consecutive months’",SUPPORTS,,,,,,,,,,,,,
"“‘the arctic may be remote, but changes that occur there directly affect us.",SUPPORTS,,,,,,,,,,,,,
"the melting of the greenland ice sheet is already contributing significantly to sea level rise, and new research is highlighting that the melting of arctic sea ice can alter weather conditions across europe, asia and north america.’”",SUPPORTS,,,,,,,,,,,,,
"global sea level rise surged between november 2014 and february 2016, with the el niño event helping the oceans rise by 15mm.",SUPPORTS,,,,,,,,,,,,,
final data for 2016 sea level rise have yet to be published.,REFUTES,,,,,,,,,,,,,
"our children and grandchildren will look back on the climate deniers and ask how they could have sacrificed the planet for the sake of cheap fossil fuel energy, when the cost of inaction exceeds the cost of a transition to a low-carbon economy,’ watson said.",SUPPORTS,,,,,,,,,,,,,
"the corals may save themselves, as many other creatures are attempting to do, by moving toward the poles as the earth warms, establishing new reefs in cooler water.”",SUPPORTS,,,,,,,,,,,,,
"your odds of correctly guessing the outcome of a flipped coin are 1 in 2, but your odds of guessing correctly twice in a row are only 1 in 4 —",SUPPORTS,,,,,,,,,,,,,
"while transient weather variability is playing a key role here, the widespread record warmth across the u.s. so far this year is part of a long-term trend toward more warm temperature records versus cold ones.",SUPPORTS,,,,,,,,,,,,,
"but as that upper layer warms up, the oxygen-rich waters are less likely to mix down into cooler layers of the ocean because the warm waters are less dense and do not sink as readily.",SUPPORTS,,,,,,,,,,,,,
"they do not make a definitive attribution statement, but the data are consistent with and strongly suggestive of human-driven warming as a root cause of the oxygen decline.’”",SUPPORTS,,,,,,,,,,,,,
"because oxygen in the global ocean is not evenly distributed, the 2 percent overall decline means there is a much larger decline in some areas of the ocean than others.",SUPPORTS,,,,,,,,,,,,,
"“moreover, the ocean already contains so-called oxygen minimum zones, generally found in the middle depths.",SUPPORTS,,,,,,,,,,,,,
warmer oceans have also begun to destabilize glaciers in greenland and antarctica,SUPPORTS,,,,,,,,,,,,,
"however, this is exactly what climate scientists have predicted for california since at least the 1980s: protracted periods of warm, dry conditions punctuated by intense wet spells, with more rain and less snow, causing both drought and floods.",SUPPORTS,,,,,,,,,,,,,
"[…] in fact this pattern is already emerging, with the conditions that create extremely warm dry years and extremely wet years both becoming more frequent.",SUPPORTS,,,,,,,,,,,,,
"“in an old climate, … extremely warm years were less common and snowpack was more reliable …",SUPPORTS,,,,,,,,,,,,,
“there is now less sea ice on earth than at any time on record.,SUPPORTS,,,,,,,,,,,,,
"the amount of summer sea ice in the arctic has steadily declined over the past few decades because of man-made global warming, according to the national oceanic and atmospheric administration.",SUPPORTS,,,,,,,,,,,,,
“[sea ice] also helps regulate the planet’s temperature by influencing the circulation of the atmosphere and ocean.,SUPPORTS,,,,,,,,,,,,,
"“ nasa concurred with noaa, also declaring 2016 the warmest year on record in its own data set that tracks the temperatures at the surface of the planet’s land and oceans, and expressing ‘greater than 95 percent certainty’ in that conclusion.",SUPPORTS,,,,,,,,,,,,,
"[jonathan overpeck:] ‘no doubt about it anymore — humans, mainly by burning fossil fuels, are cooking the planet,’ overpeck said.",SUPPORTS,,,,,,,,,,,,,
"‘we don’t expect record years every year, but the ongoing long-term warming trend is clear.’”",SUPPORTS,,,,,,,,,,,,,
"last year’s warmth was manifested across the planet, from the warm tropical ocean waters off the coast of northeastern australia, where the great barrier reef experienced its worst coral bleaching event on record and large scale coral death, to the arctic, where sea ice hit regular monthly record lows and overall temperatures were also the warmest on record, at least from january through september 2016.",SUPPORTS,,,,,,,,,,,,,
"extreme high temperatures were seen from india — where the city of phalodi recorded temperatures of 51 degrees celsius (123.8 fahrenheit) in may, a new national record — to iran, where a temperature of 53 degrees celsius (127.4 f) was recorded in delhoran on july 22.",SUPPORTS,,,,,,,,,,,,,
