original_text,claims_labels,claims,text_length
"Data from NOAA’s Barrow Alaska station ‘indicate that October through December emissions of CO2 from surrounding tundra increased by 73 percent since 1975, supporting the view that rising temperatures have made Arctic ecosystems a net source of CO2.’”",NOT_ENOUGH_INFO,data noaa barrow alaska station indicate october december emission co2 surrounding tundra increased percent since supporting view rising temperature made arctic ecosystem net source co2,185
The natural cycle adds and removes CO2 to keep a balance; humans add extra CO2 without removing any.,SUPPORTS,natural cycle add remove co2 keep balance human add extra co2 without removing,78
"If there were [carbon emissions], we could not see because most carbon is black.",NOT_ENOUGH_INFO,carbon emission could not see carbon black,42
"If anyone claims to be part of the 97 percent, it means they disagree with the contrarian argument that humans are having a minimal impact on global warming.",NOT_ENOUGH_INFO,anyone claim part percent mean disagree contrarian argument human minimal impact global warming,95
"Even as sea ice in the Arctic has seen a rapid and consistent decline over the past decade, its counterpart in the Southern Hemisphere has seen its extent increasing.”",SUPPORTS,even sea ice arctic seen rapid consistent decline past decade counterpart southern hemisphere seen extent increasing,116
"“We almost take forests as a given but we lose forest every year, which means we are diminishing them as a carbon sink.",NOT_ENOUGH_INFO,almost take forest given lose forest every year mean diminishing carbon sink,76
"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact.",NOT_ENOUGH_INFO,atmosphere reach saturation point additional input co2 not really major impact,78
"Without carbon dioxide, all life on Earth would die",NOT_ENOUGH_INFO,without carbon dioxide life earth would die,43
Discovery Of Massive Volcanic CO2 Emissions Discredits Global Warming Theory,SUPPORTS,discovery massive volcanic co2 emission discredit global warming theory,71
[Those who signed the Paris Accord] cannot change Earth’s orbit and radiation released from the sun that drive climate,NOT_ENOUGH_INFO,signed paris accord not change earth orbit radiation released sun drive climate,79
"Burning fuel to produce fertiliser to grow feed, to  produce meat and to transport it - and clearing vegetation for grazing -  produces 9 per cent of all emissions of carbon dioxide, the most common  greenhouse gas.",NOT_ENOUGH_INFO,burning fuel produce fertiliser grow feed produce meat transport clearing vegetation grazing produce per cent emission carbon dioxide common greenhouse gas,155
Sea level rise due to climate change is not going to happen.,REFUTES,sea level rise due climate change not going happen,50
"Far from contradicting global warming, record snowfall is predicted by climate models and consistent with our expectation of more extreme precipitation events.",NOT_ENOUGH_INFO,far contradicting global warming record snowfall predicted climate model consistent expectation extreme precipitation event,123
"“Lyme Disease is much more common in northern, cooler regions of the United States than in southern, warmer regions.",NOT_ENOUGH_INFO,lyme disease much common northern cooler region united state southern warmer region,83
Dropped stations introduce warming bias,REFUTES,dropped station introduce warming bias,38
"By 2080, without dramatic reductions in emissions, southern Europe will be in permanent extreme drought, much worse than the American dust bowl ever was.",NOT_ENOUGH_INFO,without dramatic reduction emission southern europe permanent extreme drought much worse american dust bowl ever,112
"International Energy Agency, a global analysis organization, “continue to see a role for coal for the foreseeable future.”",NOT_ENOUGH_INFO,international energy agency global analysis organization continue see role coal foreseeable future,98
The models predicted about three times the amount of warming in the world we’ve seen since 1988.,NOT_ENOUGH_INFO,model predicted three time amount warming world seen since,58
The increase in temperatures since 1975 is a consistent feature of all reconstructions.,NOT_ENOUGH_INFO,increase temperature since consistent feature reconstruction,60
"Over time, climate becomes a net problem: by the 2070s, the UN Climate Panel finds that global warming will likely cause damage equivalent to 0.2 per cent to 2 per cent of global GDP.",NOT_ENOUGH_INFO,time climate becomes net problem 2070s climate panel find global warming likely cause damage equivalent per cent per cent global gdp,132
The authors seem to have jumped right  into statistical  analysis without proposing a physical mechanism that  works.,SUPPORTS,author seem jumped right statistical analysis without proposing physical mechanism work,87
"Tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.",NOT_ENOUGH_INFO,treering proxy reconstruction reliable tracking closely instrumental record independent proxy,93
"Like countless other organ­isms, we move and adapt when the environment changes.",NOT_ENOUGH_INFO,like countless organ­isms move adapt environment change,55
The Millennium Drought starting in 1997 and ending in 2010 was misinterpreted as a long term trend as a consequence of Climate Change.,SUPPORTS,millennium drought starting ending misinterpreted long term trend consequence climate change,92
"“But there are plenty of studies that have come that show with respect to Antarctica that the total ice sheet, particularly that above land, is increasing, not decreasing.",REFUTES,plenty study come show respect antarctica total ice sheet particularly land increasing not decreasing,101
"In 1946, PDO switched to a cool phase.",NOT_ENOUGH_INFO,pdo switched cool phase,23
"In the last 35 years of global warming, the sun has shown a slight cooling trend.",NOT_ENOUGH_INFO,last year global warming sun shown slight cooling trend,55
